"elem_id","elem_codigo","elem_descripcion","elpr_precio"
1079,"023828","PIE CARACOLI 30 CMS 2*3 MTS",NULL
1080,"023829","TRANSFORMADOR TRIFASICO 15KVA/13.2/380/220V",NULL
1081,"023830","CAJA DE PASO DE 1",NULL
129,"023831","CAJAS EN CONCRETO 30*30 PLATINA 1*1/8",70870.00
332,"023832","TAPAS EN CONCRETO 30*30 PLATINA 1.1/8",NULL
1082,"023833","TORNILLO GOLOSO 8*1.1/2",NULL
1083,"023834","KIT PUESTA A TIERRA EN ACERO INOX.",NULL
1084,"023835","PUNTILLA ACERO 3",NULL
1085,"023836","SIKA 101 MORTERO GRIS 2 KG",NULL
1086,"023837","CRUCETA  GALV. 3*3/*1/4*2 MTS PROTECCIONES",NULL
1087,"023838","GRAPA DE SUSPENSION 6-2/0",NULL
1088,"023839","GRILLETE DE 5/8 CON PASADOR",NULL
1089,"023840","ESPARRAGO 5/8*18",NULL
1090,"023841","COMBO CORTACIRCUITO 10 KA PARARRAYO 12 KV",NULL
1091,"023842","ESPARRAGO GALV. 5/8*20",NULL
1092,"023843","COLLARIN GLAV, 16  2 SAL.",NULL
1093,"023844","POSTE GALV. TIPO 4*10 MTS AGUAS NEGRAS",NULL
1094,"023845","CONDULINEA EMT EN T DE 2",NULL
96,"023846","BORNATERMINAL COBRE ESTAÑADO #1/0",NULL
95,"023847","BORNA TERMINAL COBRE ESTAÑADO # 2",NULL
97,"023848","BORNE TERMINAL COBRE ESTAÑADO #4",NULL
34,"023849","ADAPTADOR TERMINAL PVC DE 2",NULL
1095,"023850","CHAZO EXPANSION 1/4*1.3/8",NULL
1096,"023851","CHAZO EXPANSIVO 5/16*1.1/2",NULL
224,"023852","GRAPA GALV. DE 2",NULL
370,"023853","UNION EMT DE 2",NULL
132,"023854","CANASTILLA DE PERNO DE 5/8",NULL
1097,"023855","CAPACETE MET DE 3",NULL
1098,"023856","UNION EMT DE 3",NULL
1099,"023857","MALLA ANGEO GALV. 0.90 MTS",NULL
1100,"023858","PUNTILLA ACERO 2",NULL
1101,"023859","PASTA RALLY",NULL
1102,"023860","INSTALACIONES NAVIDEÑAS LED",NULL
1103,"023861","ESCUADRAS EN ANG. 1.1/2*1/4*1 MT",NULL
1104,"023862","CAJAS EN LAMINA ALFAJOR 70*53*25 CMS",NULL
1105,"023863","FIGURA NAVIDEÑA LED 1M*4 MTS",NULL
1106,"023864","FIGURA NAVIDEÑA LED 70*70 CMS",NULL
1107,"023865","AVISOS EN ACRILICO 25*15 CMS",NULL
1108,"023866","MALLA PROTECTORA GALV. VENUS E40",NULL
281,"023867","MEDIDOR ELECTRONICO TRIFILAR 100 AMP",NULL
1109,"023868","CANDADO YALE 870",NULL
1110,"023869","CANDADO YALE 110-40",NULL
353,"023870","TUBO CORTINA DE 1/2",NULL
1111,"023871","POSTE GALV. DE 2*3.5 MTS  CAL. 116",NULL
1112,"023872","POSTE GALV. DE 4* 8 MTS  CAL. 116",NULL
1113,"023873","LIJA 150",NULL
1114,"023874","CARCASA PROYECTOR TITAN E40",NULL
1115,"023875","CRUCETA GAVL. DE 2.5*2.5*1/4*2 MTS",NULL
299,"023876","POSTE GALV. 5 MTS 4,3,2, + FLANCHE",NULL
1116,"023877","POSTE GALV. 10 MTS 6,4,3 + FLANCHE",NULL
1117,"023878","SPRAY AFLOJATODO",NULL
1118,"023879","CRUCETA GALV. 3*3*1/4*1 MT",NULL
384,"023880","AMARRES PLASTICO 55 CMS",NULL
1119,"023881","PERRO GALV. DE 1/8",NULL
296,"023882","POSTE 3X1.5+2X1.9+1.1/2X0.60  4 MTS",NULL
1120,"023883","L PARA PARARRAYOS",NULL
374,"023884","VIDRIO TEMPLADO PARA REFLECTOR",NULL
1121,"023885","ABRAZADERA EN U EN 1.1/2",NULL
1122,"023886","CANDADO YALE 850",NULL
1123,"023887","CANDADO YALE 110-50",NULL
29,"023888","ADAPTADOR PVC 2 CAMPANA",NULL
1124,"023889","POSTE CONCRETO 14*1050 KG",NULL
183,"023890","CONECTOR CORAZA DE 3/4",NULL
279,"023891","MANGUERA CORAZA DE 3/4",NULL
50,"023892","AVISOS EN ACRILICO 12*8 CMS",NULL
1125,"023893","REJA CAJA CONTADOR",NULL
1126,"023894","CANDADO SEGURITY",NULL
372,"023895","VARILLA ENCHAQUETADA 5/8*2.40 MTS",43719.00
193,"023896","CONECTOR TUBULAR NO.4",NULL
18,"023897","SIKA EMULSION ASFALTICA 18 KG",NULL
28,"023898","ADAPTADOR PVC 1 CAMPANA",NULL
30,"023899","ADAPTADOR PVC 3/4 CAMPANA",NULL
1127,"023900","SIKA FLOR GRIS 4 KG",NULL
16,"023901","PLASTICO NEGRO 2 ABRE 4 MTS",NULL
1128,"023902","ALAMBRE GALV. CAL.14",NULL
1129,"023903","PIEDRA LAJA",NULL
1130,"023904","POSTE GALV. LED 4+3+2 *4.50 MTS",NULL
1131,"023905","TAPA METALICA CON EMPAQUE 20*15 CMS",NULL
1132,"023906","PIEDRA BARICHARA",NULL
1133,"023907","POSTE GALV. 3*1.5+2*1.9+11/2*0.6*4 MTS",687000.00
1134,"023908","PARRILLA EN VARILLA 1/2 Y ANG.1.1/2*1/8",NULL
1135,"023909","REJILLA PROTECCION REFLECTOR LED 35W",NULL
1136,"023910","PEGALISTO *25 KG",NULL
1137,"023911","MINERAL AMARILLO 0.5 KG",NULL
1138,"023912","PIEDRA BARICHARA 30*30* 3 CMS",NULL
1139,"023913","REJA CAJA ELECTRICA ANG. 2 VAR. 9 MM",NULL
1140,"023914","MANECILLA COBRE ESTAÑADO PARA NO.4",NULL
284,"023915","PARRILLA DE 0.34*0.34*1.20 MT DE ALTO",NULL
1141,"023916","TUERCA ALTA 7/16",NULL
1142,"023917","GRAPA DE 1/2*2.1/2",NULL
1143,"023918","GRAPA 7/16*21/2 - 1/2*8",NULL
1144,"023919","AMARRES PLASTICOS DE 50 CMS",NULL
1145,"023920","REMACHE POP 1/8*5/8",NULL
1146,"023921","TRANSFORMADOR TRIF. 30KVA/13.2/380/220V",NULL
1147,"023922","POSTE GALV. 6X2+4X4+3X2 MT + CRUCETA",NULL
1148,"023923","POSTE GALV. 6X2+4X4+3X2 MT DOBLE PROPOSITO",NULL
1149,"023924","ABRAZADERA EN PLATINA 1*1/8 * 40 CMS",NULL
1150,"023925","ABRAZADERA EN PLATINA 1*1/8 * 50 CMS",NULL
1151,"023926","SOPORTE EN PLATINA 2.1/2*1/4",NULL
1152,"023927","PIE DE AMIGO 40*40 CMS 1*1/8",NULL
1153,"023928","BASES EN PLATINA 1*1/8",NULL
1154,"023929","REJILLA PARA CONTADOR 0.65*0.35 CMS",NULL
139,"023930","CAÑUELA PARA CORTACIRCUITO DE 15 KV",NULL
1155,"023931","TORNILLO 1/4*1/8",NULL
1156,"023932","MANECILLA COBRE ESTAÑADO NO. 2",NULL
1157,"023933","MANECILLA COBRE ESTAÑADO NO.6",NULL
1158,"023935","POSTE  CONCRETO 16*3000 KG",NULL
1159,"023936","POSTE CONCRETO 18*3000 KG",NULL
1160,"023937","SOLDADURA DE ESTAÑO",NULL
1161,"023938","LIJA NO. 80",NULL
1162,"023939","TAPA OIDOS",NULL
1163,"023940","PROTECTOR DE OIDOS",NULL
1164,"023941","THINNER",NULL
1165,"023942","TOMA + CLAVIJA",NULL
51,"023943","AVISOS EN ACRILICO 5*2 CMS",NULL
280,"023944","MANGUERA FLEXIBLE DE 1",4786.00
1166,"023945","POSTE GALV. 4X6 M + 3X4.40 M DOBLE BRAZO",NULL
33,"023946","ADAPTADOR TERMINAL PVC 1.1/2",NULL
1167,"023947","PEGACOR GRIS * 25 KG",NULL
1168,"023948","YESO EXTRA",NULL
1169,"023949","PARED 7*25 ESTORAQUES",NULL
1170,"023950","CHAZO MET. 5/16*2.1/2",NULL
1171,"023951","PERRO GALV. 3/16",NULL
1172,"023952","CONECTOR TUBULAR NO.2",NULL
1173,"023953","POSTE GALV. DE 3X5 MTS + FLANCHE",NULL
1174,"023954","LIJA # 180",NULL
1175,"023955","TRANSFORMADOR TRIF. 45 KVA 13.2/380/220",NULL
227,"023956","GRAPA PLASTICA 1/4",NULL
1176,"023957","CINTA VINIPEL 6*300 M",NULL
1177,"023958","POSTE GALV. 4X4M + 3X3 M DOBLE BRAZO",NULL
1178,"023959","GUAYA DE ACERO 3/16",NULL
207,"023960","DIAGONAL EN ANG 2*2*3/16*2 MTS",NULL
1179,"023961","AISLADOR LINE POST 23K",NULL
1180,"023962","ESPIGO LINE POST",NULL
301,"023963","POSTE GALV. 6*2.40+4*5.10+2*1.50 * 9 MTS",NULL
1181,"023964","TEE DE CAUCHO",NULL
1182,"023965","POLISOMBRA",NULL
322,"023966","SOCKET E27 AEREO INTEMPERIE",NULL
93,"023967","BOMBILLO STROBER LED 1.5W  110V",NULL
1183,"023968","MANGUERA LED 110V 2 VIAS BLANCA",NULL
1184,"023969","MANGUERA LED 110V 2 VIAS AMARILLA",NULL
1185,"023970","MANGUERA LED 110V 2 VIAS AZUL",NULL
1186,"023971","MANGUERA LED 110V 2 VIAS ROJA",NULL
1187,"023972","MANGUERA LED 110V 2 VIAS VERDE",NULL
1188,"023973","CANECA 55 GL",NULL
1189,"023974","SIKA LIMPIADOR RINSE",NULL
1190,"023975","REJA 90*90 CM VARILLA CUA.1/2",NULL
1191,"023976","MARCO + TAPA 60*60 CM ANG 2.1/2*3/16",NULL
1192,"023977","MARCO + TAPA 70*70 CM ANG 2.1/2*3/16",NULL
1193,"023978","MARCO + TAPA 1.20*1.20 CM ANG 2.1/2*3/16",NULL
1194,"023979","CLAVIJA INDUSTRIAL",NULL
119,"023980","CAIMANES",NULL
294,"023981","PLATINA PARA PARARRAYOS",NULL
300,"023982","POSTE GALV. 5M BASE CONICA 1.20M+3X1.90M +2X1.90",NULL
94,"023983","BORNA ESTAÑADA NO.6",NULL
1195,"023984","POSTE GALV. 8 MTS B. SENCILLO BASE CONICA",NULL
1196,"023985","POSTE GALV. 8 MTS B. DOBLE BASE CONICA",NULL
1197,"023986","SUPLEMENTO ORNAMENTAL MET. PARA POSTE",NULL
1198,"023987","MASILLA MOLDEABLE 2.54*2.54*28 MPS 2",NULL
330,"023988","TAPA EN CONCRETO 40*40 PLATINA DE 1.1/8",NULL
1199,"023989","PIE TABLA 20 CM * 2*3 MTS",NULL
1200,"023990","BASES EN PLATINA 1.1/2*3/16",NULL
1201,"023991","BOQUILLA METALICA DE 1",NULL
314,"023992","REGLETA PLASTICA 150 AMP",NULL
1202,"023993","GEL ANTIOXIDANTE",NULL
210,"023994","EMPALME EN GEL PARA CABLE NO.2",NULL
1203,"023995","TAPA 57X57 CM PLATINA 3*1/8",NULL
1204,"023996","TAPA 57X60 CM PLATINA 3*1/8",NULL
1205,"023997","TAPA 105X97 CM PLATINA 3*1/4",NULL
130,"023998","CANASTILLA CIMENTACION 3/4X1.5 MT",136957.00
131,"023999","CANASTILLA CIMENTACION 5/8*90 CMS",NULL
1206,"024000","TAPAS DE 66X66 CM PLATINA 3X1/8  VAR 7 MM",NULL
145,"024001","CINTA AUTOFUNDENTE 3M",22590.00
143,"024002","CINTA AISLANTE 3M",5968.00
1207,"024003","CINTA BANDIT DE 1/2",NULL
147,"024004","CINTA BANDIT DE 5/8",3584.00
1208,"024005","GRAPA BANDIT DE 1/2",NULL
222,"024006","GRAPA BANDIT DE 5/8",774.00
1209,"024008","CINTA VINILO SUPER 33 PLUS",NULL
1210,"024009","CINTA DE ENMASCARAR 1",NULL
1211,"024010","CINTA AUTOFUNDENTE 3M 2155 6.7MTS",NULL
148,"024011","CINTA DE ENMASCARAR 3/4",NULL
144,"024012","CINTA AISLANTE DE COLOR",4469.00
1212,"024013","CINTA BANDIT DE 3/4",NULL
1213,"024014","GRAPA BANDIT DE 3/4",NULL
1214,"024015","CINTA DE ENMASCARAR DE 1/2",NULL
146,"024016","CINTA BANDIT DE 3/8",NULL
221,"024017","GRAPA BANDIT DE 3/8",NULL
1215,"024018","CINTA EMPAQUE TRANSPARENTE",NULL
1216,"025001","TORNILLO CARRIAJE 1/2*31/2",NULL
340,"025002","TORNILLO CARRIAJE 5/8*31/2",3935.00
347,"025003","TORNILLO GALV.DE 1/2*6",NULL
345,"025004","TORNILLO GALV. 5/8*8",4341.00
1217,"025005","TORNILLO 1/4*1/2",NULL
1218,"025006","TORNILLO 5/16*1/2",NULL
1219,"025007","TORNILLO ESTANTERIA",NULL
346,"025008","TORNILLO GALV. DE 5/8*12",NULL
1220,"025009","TORNILLO GALV. DE 1/2*1.1/2",NULL
1221,"025010","TORNILLO GALV. 5/8*10",NULL
1222,"025011","TORNILLO GALV. 1/2*2",NULL
1223,"025012","TORNILLO GALV. 1/4*2",NULL
1224,"025013","ARANDELA COBRE 1/4",NULL
1225,"025014","TORNILLO ESTUFA 5/32*1",NULL
1226,"025015","TORNILLO ESTUFA 5/32*1.1/2",NULL
1227,"025016","CLAVOS DE ACERO LUM. TIPO KARLA",NULL
1228,"025017","CHAZOS EXPANSION 1/2*3",NULL
1229,"025018","TORNILLO 3/8 + TUERCA",NULL
1230,"025019","TORNILLO 5/16 + TUERCA",660.00
1231,"025020","TORNILLO ESTUFA 1/8*1.1/2+TUERCA",NULL
1232,"025021","TORNILLO 1/4*1.1/2 +ARANDELAS",NULL
1233,"025022","TORNILLO GALV.3/8*3.1/2",NULL
343,"025023","TORNILLO GALV. 3/8*2",NULL
344,"025024","TORNILLO GALV. 3/8*5",NULL
1234,"025025","TORNILLO CARRIAJE 1/4*2+TUERCA",NULL
1235,"025026","TORNILLO ESTUFA GALV.5/32*1/2",NULL
1236,"025027","TORNILLO ESTUFA GALV. 5/32*1.1/4",NULL
1237,"025028","TORNILLO GALV. 3/8*4",NULL
1238,"025029","TUERCAS GALV. DE 3/8",NULL
1239,"025030","TORNILLO GALV. 3/8*3",NULL
230,"025100","GUARDA ANTIESCALATORIA DOBLE",NULL
1240,"025101","TORNILLO 1/8*2",NULL
1241,"025102","TORNILLA ESTUFA 5/32*3/8",NULL
1242,"025103","TORNILLO ESTUFA 5/32*3/4",NULL
1243,"025104","TUERCAS 5/32",NULL
1244,"025105","TORNILLO GOLOSO 8*3/4",NULL
1245,"025106","TORNILLO GOLOSO 12*1/2",NULL
1246,"025107","ARANDELA GALV. DE 3/16",NULL
1247,"025108","TORNILLO ESTUFA 1/8*1.1/4",NULL
1248,"025109","TORNILLOS 10*1.1/4 MADERA",NULL
1249,"025110","TORNILLO GOLOSO DE 10*3/4",NULL
1250,"025111","TORNILLO GALV.7/16*1.1/4",NULL
1251,"025112","TORNILLO GALV. 7/16*1.1/2",NULL
1252,"025113","TORNILLO GALV. DE 1/4*1",NULL
1253,"025114","TORNILLO ESTUFA 1/8*1",NULL
1254,"025115","TUERCAS DE 1/8",NULL
1255,"025116","TORNILLOS GALV. 5/8*1.1/2",NULL
1256,"025117","TORNILLOS 3/16*1.1/2 + ARANDELAS",NULL
1257,"025118","TORNILLO 6 MM CON TUERCA",NULL
1258,"025119","TORNILLOS GALV. 3/8*1.1/4",NULL
1259,"025120","TORNILLOS GALV. 1/4*1.1/4",NULL
1260,"025121","TORNILLO PRISIONERO 5/16*3/4",NULL
1261,"025122","TORNILLO 3/16*11/4 +ARANDELAS",NULL
1262,"025123","TORNILLO 3/8*11/2 CON TUERCA",NULL
1263,"025124","TORNILLO GOLOSO 10*5/8",NULL
1264,"025125","TORNILLO GALV. 3/16*3 COMPLETOS",NULL
1265,"025126","TORNILLO GOLOSO 4*5/8",NULL
1266,"025127","TORNILLO CARRIAJE 3/8*4",NULL
1267,"025128","TORNILLO ESTUFA 3/16*1/2",NULL
1268,"025129","TORNILLO GOLOSO 12*3/4",NULL
1269,"025130","TORNILLO CARRIAJE 1/2*2.1/2",NULL
1270,"025131","CHAZO MET. EXPANSION 1/2*2.1/4",NULL
1271,"025132","TORNILLO BRISTOL 5/16*3/4",NULL
1272,"025133","TUERCA GALV. DE 1/4",NULL
385,"025134","ARANDELA GALV. 1/4",NULL
1273,"025135","TORNILLO GALV 5/16*1",NULL
1274,"025136","TUERCAS GALV. DE 3/4",NULL
1275,"025137","ARANDELAS GALV. DE 3/4",NULL
1276,"025138","TUERCAS GALV. DE 5/8",NULL
1277,"025139","TORNILLO GALV. DE 5/8*6",NULL
1278,"025140","TORNILLO DRAYWALL 1.1/2",NULL
342,"025141","TORNILLO DRAYWALL 8*1",NULL
1279,"025142","TORNILLO GAL. 5/16*1.1/4",NULL
1280,"025143","TORNILLO DE 2 + CHAZO",NULL
1281,"025144","TORNILLO 5/16*3",NULL
1282,"025145","TORNILLO DRYWALL DE 3",NULL
1283,"025146","TORNILLO ESTUFA 5/32*2",NULL
232,"025147","GUASA GALV. 1/4",NULL
1284,"025148","TORNILLO GALV. 5/8*1",NULL
1285,"025149","TORNILLO GALV. 5/16*4",NULL
1286,"025150","TORNILLO GALV. 5/16*2",NULL
341,"025151","TORNILLO COBRE DE 1/4 + TUERCA",NULL
1287,"025152","TORNILLO CARRIAJE 5/8*1.1/2",NULL
1288,"026001","BASES TIPO HONGO TUBO 21/2",NULL
1289,"026002","TAPAS TIPO HONGO",NULL
1290,"026003","BASES PARA TUBO DE 11/2",NULL
1291,"026004","HONGOS COMPLETOS NA 70W",NULL
1292,"026005","LUMINARIA CARTAGO DE SODIO DE 150W",NULL
1293,"026006","BOMBILLOS METALARC DE 1000W",NULL
1294,"026007","BASES LUMINARIA CARTAGO CON TAPA",NULL
1295,"026008","CONDENSADOR DE 24 MF -450VAC",NULL
1296,"026009","CONDENSADOR DE 10 MF (COD-26)",NULL
1297,"026010","ARRANCADOR SODIO DE 70W (COD 26)",NULL
49,"026011","ARRANCADOR SODIO DE 150W (COD-26)",NULL
1298,"026012","CONDENSADOR DE 45 MF (USADO)",NULL
1299,"026013","LAMPARA TIPO KARLA HG 125W",NULL
1300,"026014","LAMPARA HONGO HG 125W",NULL
1301,"026015","LAMPARA CJK HG 125W",NULL
1302,"026016","BRAZO GALV. DE 1.80 ML",NULL
1303,"026018","LAMPARA HORIZONTAL ABIERTA NA 70W",NULL
1304,"026019","FOTOCELDAS 1000W AZUL - COD 26",NULL
1305,"026020","BASES PARA FOTOCELDA (USADA)",NULL
1306,"026021","CONDENSADOR DE 30 UF (COD-26)",NULL
1307,"026022","CONDENSADOR DE 20 UF(USADO)",NULL
1308,"026023","SOCKET 150W E40 (USADO)",NULL
1309,"026024","BOMBILLO SODIO 250W (COD-26)",NULL
1310,"026025","BALASTO SODIO 250W (COD-26)",NULL
89,"026026","BOMBILLO SODIO 70W (COD-26)",NULL
1311,"026027","BALASTO SODIO 70W (COD-26)",NULL
1312,"026028","BOMBILLO SODIO 150W (COD--26)",NULL
59,"026029","BALASTO SODIO 150W (USADO)",NULL
1313,"026030","CONDENSADOR DE 25 UF (USADO)",NULL
1314,"026050","BASE FUNDIDA VERTICAL ABIERTA",NULL
1315,"026051","LUMINARIA CALIMA NA 400W CON KIT Y BOMBI",NULL
1316,"026052","LUMINARIA NA 250W (USADA)",NULL
1317,"026053","CAR.LUMIN.DE NA 250W HC ROYALPHA USADA",NULL
1318,"026054","BALASTO METALAR DE 1000W (USADOS)",NULL
1319,"026055","BALASTO SODIO 400W (USADO)",NULL
1320,"026056","BOMBILLO SODIO 400W (USADO)",NULL
82,"026057","BOMBILLO METALAR 250 W (COD-26)",NULL
1321,"026058","SOPORTES FAROL COLONIAL (USADO)",NULL
1322,"026059","BRAZOS GALV. DE 1.50 MTS (USADOS)",NULL
1323,"026060","TUBOS GALV. DE 2*3 MTS (USADOS)",NULL
2202,"026061","ALAMBRE ALUMINIO NO.8 (COD-26)",NULL
1325,"026062","LUMINARIA TIPO HONGO NA 70W (USADA)",NULL
1326,"026063","POSTES MET.  2*3.5 MT (COD-26)",NULL
2171,"026064","LUMINARIAS SODIO 70W (COD-26)",NULL
1328,"026065","FAROL INSTITUCIONAL SODIO 70W (USADA)",NULL
1329,"026066","LUMINARIA NA 70W VENUS",NULL
1330,"026067","LUMINARIA SODIO 70W CLS-P",NULL
1331,"026068","REFLECTOR CIRCULAR HG 250W",NULL
1332,"026069","SOCKET E27 70W (COD-26)",NULL
1333,"026070","CONTACTOR TRIP.125 AMP (COD-26)",NULL
1334,"026071","POSTES DE 2*3 MTS PERFORACION (USADOS)",NULL
1335,"026072","CARCAZA FAROL INSTITUCIONAL (USADO)",NULL
1336,"026073","BRAZO GALV. DE 1*1.50 MTS",NULL
1337,"026074","LUMINARIA HC.SODIO 250W (USADA)",NULL
1338,"026075","AISLADOR CARRETE DE 3.1/2 (COD-26)",NULL
1339,"026076","PERCHA GALV. DE 1 PTO  (COD-26)",NULL
1340,"026077","COLLARIN GALV.5-6 (COD-26)",NULL
42,"026078","CABLE ALUMINIO AISLADO #4 (CÓDIGO 26)",NULL
1342,"026079","BRAZO GALV. TUBO 3/4 (USADO)",NULL
1343,"026080","POSTE FAROL DE 3.50 MTS (USADO)",NULL
1344,"026081","REFLECTOR SODIO 150W RCG (USADOS)",NULL
1345,"026082","REFLECTOR CIRCULAR MH 400W (USADOS)",NULL
1346,"026083","PERCHA GALV. DE 2 PTOS (USADA)",NULL
1347,"026084","PERCHA GALV. DE 3 PTOS (USADA)",NULL
1348,"026085","POSTE FAROL INST. DOBLE (USADO)",NULL
1349,"026086","LUMINARIA HONGO ROYAL PLAZA 70W(USAD)",NULL
1350,"026087","CABLE DE COBRE NO.6 (USADO)",NULL
1351,"026088","CAJA ALUMINIO 30*20*15 CMS (USADA)",NULL
1352,"026089","POSTE MET. 3*6 MTS (USADO)",NULL
1353,"026090","LUMINARIA SODIO 70W TIPO PARIS (USADA)",NULL
1354,"026091","TUBOS GALV. DE 3/4*3 MT (USADOS)",NULL
1355,"026092","BOMBILLO METALAR DE 400W (COD-26)",NULL
1356,"026093","VIDRIOS BISELADOS (USADO)",NULL
1357,"026094","GRAPA BANDIT 5/8 (USADA)",NULL
1358,"026095","TORNILLO GALV. DE 5/8*8 (USADO)",NULL
1359,"026096","TORNILLO CARRIAJE 5/8*3.1/2 (COD-26)",NULL
1360,"026097","MANGUERA FLEXI. DE 1/2 (USADA)",NULL
1361,"026098","COLLARIN GALV. DE 6-7 (USADO)",NULL
1362,"026099","TUBO GAL. 1/2*3MTS USADO",NULL
1363,"026100","CARCAZA VERTICAL USADA",NULL
1364,"026101","COLLARIN GALV. 7-8 (USADO)",NULL
1365,"026102","BOBINA 3RT1020 40 AMP (COD-26)",NULL
1366,"026103","CRUCETA DE 3*3*2 MTS (USADA)",NULL
1367,"026104","FAROL TIPO MARSELLA NA 70W (USADO)",NULL
1368,"026105","FAROL TIPO COLONIAL NA 70W (COD-26)",NULL
1369,"026106","COLLARIN GALV. 4-5 (USADO)",NULL
1370,"026107","LUMINARIA SODIO 150W (COD-26)",NULL
1371,"026108","LUMINARIA INSTITUCIONAL SODIO 150W",NULL
1372,"026109","VIDRIOS CURVOS 150/400W (USADOS)",NULL
1373,"026110","VIDRIO PARA PEVP (USADOS)",NULL
1374,"026111","VIDRIO CURVO PEQUE¥O (USADO)",NULL
1375,"026112","POSTE INSTITUCIONAL NA 70W POSTE 1.30 M",NULL
1376,"026113","TORNILLO GALV. 1/2*6 USADO",NULL
1377,"026114","TORNILLO CARRIAJE 1/2*3.1/2 USADO",NULL
1378,"026115","BALASTO METALAR DE 400W (USADO)",NULL
1379,"026116","ALAMBRE ALUMINIO NO.6 (USADO)",NULL
1380,"026117","COLLARIN ANTIESCALATORIO (USADO)",NULL
1381,"026118","POSTE FAROL 1.30 MTS (USADO)",NULL
1382,"026119","BRAZO SENCILLO 2*3 MTS (USADO)",NULL
1383,"026120","POSTE MET. DOBLE BRAZO (USADO)",NULL
1384,"026121","VIDRIO TEMPLADO 56*41 (USADO)",NULL
243,"026122","INTERRUPTOR ATORNILLABLE 2*30A  (COD-26)",NULL
1385,"026123","POSTE MET.  DE 4*8 MTS (COD-26)",NULL
1386,"026124","VIDRIOS SAMBLASTEADOS (USADO)",NULL
1387,"026125","CAJA FUNDIDA EN ALUMINIO 25*20 CMS",NULL
1388,"026126","CABLE ALUMINIO #2 (COD-26)",NULL
1389,"026127","POSTE MET. DE 4*11 MTS (USADO)",NULL
1390,"026128","LUMINARIA WALL PACK SODIO 70W (USADA)",NULL
1391,"026129","LUMINARIA VENECIA CON POSTE NA 70W (USADA)",NULL
1392,"026130","ACRILICO TIPO HONGO (USADO)",NULL
1393,"026131","BOBINA CONTACTOR DE 25 AMP (USADO)",NULL
1394,"026132","CABLE ALUMINIO NO.6 (COD-26)",NULL
1395,"026133","REFLECTOR SODIO 400W (COD-26)",NULL
1396,"026134","LUMINARIA INSTITUCIONAL DE 70W (USADO)",NULL
1397,"026135","LUMINARIA SODIO 250W VENUS",NULL
1398,"026136","BOMBILLO SODIO 250W OSRAM",NULL
1399,"026137","BOMBILLO SODIO 70W OSRAM",NULL
1400,"026138","REFLECTOR SODIO 70W ALON",NULL
1401,"026139","POSTE GALV. 12 MT 6 4 3 DOBLE BRAZO  COD-26",NULL
1402,"026140","POSTES GALV. DE 6 4 3 BRAZO SENCILLO",NULL
1403,"026141","TEJA DE BARRO PEQUEÑA",NULL
1404,"026142","FOTOCELDA ELECTRONICA NARANJA- COD 26",NULL
74,"026143","BOMBILLO 70W BLANCO PHILIPS COD-26",NULL
1405,"026144","BOMBILLO METALAR DE 70W GENERAL",NULL
1406,"026145","BOMBILLO SODIO 70W BLANCO GENERAL",NULL
1407,"026146","TRANSFORMADOR 15 KVA/13.2/380/220V",NULL
265,"026147","LUMINARIA MAXILED 140W",NULL
1408,"026148","REFLECTOR MH DE 400W TITAN COD-26",NULL
1409,"026149","CONECTOR DE PERFORACION P2X95",NULL
1410,"026150","CABLE AL TRENZADO 2*4+4 (COD-26)",NULL
1411,"026151","BOMBILLO 150W BLANCO (COD-26)",NULL
1412,"026152","CABLE COBRE NO.4  (COD-26)",NULL
1413,"026153","CABLE COBRE NO.2  (COD-26)",NULL
58,"026154","BALASTO METALAR DE 250W (COD 26)",NULL
1414,"026155","POSTE CONCRETO 8*510 KG  (COD 26)",NULL
1415,"026156","REFLECTOR MH DE 150W DOBLE CONTACTO",NULL
1416,"026157","BOMBILLO AHORRADOR 60W (COD-26)",NULL
1417,"026158","TRANSFORMADOR BIFAS. 15KVA 13.2 )COD-26)",NULL
1418,"026159","POSTE CONCRETO 10M * 510 KG (COD-26)",NULL
1419,"026160","POSTE MET. DE 10 MTS (COD-26)",NULL
1420,"026161","CAÑUELA PORTAFUSIBLE  (COD-26)",NULL
1421,"026162","LUMINARIA SOLARISLED 35W (COD-26)",NULL
352,"026163","TRANSFORMADOR TRIF. 30 KVA /380V (COD-26)",NULL
351,"026164","TRANSFORMADOR MONOF. 15KVA 380V (COD-26)",NULL
350,"026165","TRANSFORMADOR MONOF. 15KVA 220V (COD-26)",NULL
349,"026166","TRANSFORMADOR DE 5 KVA 220V (COD-26)",NULL
1422,"026167","TIMER PROGRAMABLE 220V (COD-26)",NULL
1423,"026168","CARCASA HONGO DJK (COD-26)",NULL
1424,"026169","CABLE AL TRENZADO 4*4+4  (COD-26)",NULL
199,"026170","CONTACTOR TRIP.DE 25 AMP (COD-26)",NULL
1425,"026171","POSTE GALV. 12 MTS BRAZO SENCILLO (COD-26)",NULL
1426,"026172","POSTE CONCRETO 14*1050  COD-26",NULL
1427,"026173","LUMINARIA DELTALED 200W (COD-26)",NULL
1428,"026174","VIDRIO CORRUGADO 30*30 (COD-26)",NULL
348,"026175","TRANSFORMADOR BIF DE 25 KVA /220V (COD-26)",NULL
1429,"026176","ANGULO PARA REFLECTOR  (COD-26)",NULL
1430,"026177","TAPA DE INSPECCION 40*40 CMS (COD-26)",NULL
