"elem_id","elem_codigo","elem_descripcion","elpr_precio"
1431,"026178","LUMINARIA DELTALED 40W  (COD-26)",NULL
1432,"026179","TUBO GALV. DE 1*3 MTS  (COD-26)",NULL
1433,"026180","LUMINARIA DELTALED 100W (COD-26)",NULL
1434,"026181","REFLECTOR TITAN 250W (COD-26)",NULL
1435,"026182","LUMINARIA DELTALED 140W (COD-26)",NULL
1436,"026183","COLLARIN GALV. DE 8-9  (COD-26)",NULL
1437,"026184","BOMBILLO MH DE 150W COD-26",NULL
2123,"026188","TAPA DE CONCRETO 30*30 CMS (COD-26)",NULL
2201,"026211","LUMINARIA SEPIALED DE 65W (COD-26)",NULL
2237,"026219","FAROL CARTAGENA 74W COD-26",NULL
2166,"027007","DRIVER 100W 650 MA ",NULL
1438,"030001","ALICATES CRESSENT",NULL
1439,"030002","ALICATE CORTAFRIO",NULL
1440,"030003","BARRA",NULL
1441,"030004","BROCHA DE 3",NULL
1442,"030005","CANDADOS",NULL
1443,"030006","CARRETILLA",NULL
1444,"030007","CASCO DIELECTRICO",NULL
1445,"030008","CAUCHO DOBLA TUBO PVC 1/2",NULL
1446,"030009","CAUCHO DOBLA TUBO PVC 3/4",NULL
1447,"030010","CEPILLOS DE ACERO",NULL
1448,"030011","CINTA DE SE¥ALIZACION",NULL
1449,"030012","CINTURON DE SEGURIDAD",NULL
1450,"030013","CONOS DE SE¥ALIZACION",NULL
1451,"030014","COPA DE 1/2 CUADRANTE",NULL
1452,"030015","DESTORNILLADOR PALA 1/8*6 ATILA",NULL
1453,"030016","DESTORNILLADOR PALA 3/16*10",NULL
1454,"030017","DESTORNILLADOR PALA 5/16*6",NULL
1455,"030018","DESTORNILLADOR 1/4*8 ESTRELLA ATILA",NULL
1456,"030019","DESTORNILLADOR 5/16*6 ESTRELLA ATILA",NULL
1457,"030020","DESTORNILLADOR PALA 5/16*8",NULL
1458,"030021","DESTORNILLADOR STANLEY 1/4*4 ESTRELLA",NULL
1459,"030022","DESTORNILLADOR STANLEY 62-415",NULL
1460,"030023","EQUIPO PUESTA A TIERRA KYORITSU",NULL
1461,"030024","ESCALERA FIBRA DE VIDRIO 10 ML",NULL
1462,"030025","ESCALERA FIBRA DE VIDRIO 8 ML",NULL
1463,"030026","ESCALERA FIBRA DE VIDRIO 9 ML",NULL
1464,"030027","ESCALERA MET. TIJERA 8 PASOS",NULL
1465,"030028","ESTRUCTURA PARA ARMAR LUMINARIAS",NULL
1466,"030029","ESTRUCTURA PARA PINTAR BRAZOS",NULL
1467,"030030","FLEXOMETROS 3 ML",NULL
1468,"030031","GAFAS DE SEGURIDAD",NULL
1469,"030032","GUANTES DE CARNAZA",NULL
1470,"030033","HOJAS DE SEGUETA",NULL
1471,"030034","HOMBRESOLO",NULL
1472,"030035","LIMA PLANA 8",NULL
1473,"030036","LIMA REDONDA DE 8",NULL
1474,"030037","LINTERNAS",NULL
1475,"030038","LLANA METALICA",NULL
1476,"030039","LLAVE AJUSTABLE VISE GRIP",NULL
1477,"030040","LLAVE DE EXPANSION DE 8",NULL
1478,"030041","LLAVE 9/16*1/2 ESTRELLA",NULL
1479,"030042","LLAVE MIXTA 7/16*7/16",NULL
1480,"030043","LLAVE MIXTA DE 3/4",NULL
1481,"030044","LLAVE MIXTA DE 9/16",NULL
1482,"030045","LLAVE MIXTA DE 9/16*9/16",NULL
1483,"030046","LLAVES BRISTOL 1/4",NULL
1484,"030047","LLAVES BRISTOL TUFF*10",NULL
1485,"030048","MACHETA",NULL
1486,"030049","MANILA 3/4",NULL
1487,"030050","MARCADOR DE METALES",NULL
1488,"030051","MARCO PARA SEGUETAS",NULL
1489,"030052","MARTILLO DE CAUCHO",NULL
1490,"030053","MARTILLO DE U¥A",NULL
1491,"030054","PALA",NULL
1492,"030055","PALUSTRE",NULL
1493,"030056","PASTA PARA SOLDAR",NULL
1494,"030057","PERTIGA PERALTEC 7.0 ML",NULL
1495,"030058","PICA",NULL
1496,"030059","PINZA PELA CABLE",NULL
1497,"030060","PINZA PUNTA REDONDA",NULL
1498,"030061","PISTOLA PARA SILICONA",NULL
1499,"030062","PISTOLA PARA SOLDAR WELLER",NULL
1500,"030063","PLANILLERAS",NULL
1501,"030064","PORRAS DE3 LBS",NULL
1502,"030065","PORRA DE 12 LBS",NULL
1503,"030066","PRENSA",NULL
1504,"030067","PRETALES EN FIBRA",NULL
1505,"030068","PROBADOR DE CORRIENTE",NULL
1506,"030069","RACHE DE 1/2",NULL
1507,"030070","REMACHADORA",NULL
1508,"030072","SONDA PESCABEL 3/16*30 ML",NULL
1509,"030073","TALADRO BLACK AND DECK",NULL
1510,"030074","TERMOS",NULL
1511,"030075","TIJERA",NULL
1512,"030076","ZUNCHADORA",NULL
1513,"030077","BROCAS ACERO 1/16 A 1/2",NULL
1514,"030078","FORMALETA FUNDIR BASES CONCRETO",NULL
1515,"030079","CAJA MET./HERRAMIENTAS 0.45*1.35*0.50",NULL
1516,"030080","ALICATE 8 CHANELOCK",NULL
1517,"030081","LLAVE EXPANSION 10 PROTO",NULL
1518,"030082","LLAVE EXPANSION 8 PROTO",NULL
1519,"030083","ESCALERA MET.TIJERA 12 PASOS",NULL
1520,"030084","GAFAS DE SEGURIDAD BANDIT",NULL
1521,"030085","EXTINTOR SOLKAFLAM 123",NULL
1522,"030086","PRETALES DE FIQUE",NULL
1523,"030087","FORMALETAS PIRAMIDE HONGO",NULL
1524,"030088","BROCHA DE 3",NULL
1525,"030089","RODILLO DE FELPA PEQUE¥O",NULL
1526,"030090","SIERRA COPA DE 1/2",NULL
1527,"030091","SIERRA COPA DE 3/4",NULL
1528,"030092","MANDRIL",NULL
1529,"030093","CINCEL",NULL
1530,"030094","BOTIQUIN",NULL
1531,"030095","PROBADOR DE CORRIENTE PEQUE¥O",NULL
1532,"030096","BROCHA 2",NULL
1533,"030097","LICUADORA DE SE¥ALIZACION",NULL
1534,"030098","BROCA 21/64 LAMINA",NULL
1535,"030099","BROCA 9/64 LAMINA",NULL
1536,"030100","PLATINA 1/2*3/16",NULL
1537,"030101","BALDES NEGROS",NULL
1538,"030102","CAJA PLASTICA HERRAMIENTAS",NULL
1539,"030103","LINTERNAS LASSER",NULL
1540,"030104","GAFAS LENTE GRIS ASTROSPEC",NULL
1541,"030105","DESTORNILLADOR 1/4*4 PALA STANLEY",NULL
1542,"030106","DESTORNILLADOR 1/4*6 PALA STANLEY",NULL
1543,"030107","BROCHA DE 1.5",NULL
1544,"030108","DETECTOR DE VOLTAJE TIF HV300",NULL
1545,"030109","SIERRA COPA DE 1.1/2",NULL
1546,"030110","SIERRA COPA DE 2",NULL
1547,"030111","BROCHA DE FIQUE",NULL
1548,"030112","FAJA ERGONOMICA NEGRA",NULL
1549,"030113","BROCHA DE 2.1/2",NULL
1550,"030114","LLAVE BOCA FIJA 1/2*9/16",NULL
1551,"030115","BROCA 5/32 LAMINA",NULL
1552,"030116","LLANA DE MADERA",NULL
1553,"030117","PIEDRA DE AMOLAR",NULL
1554,"030118","BROCA 1/2 LAMINA",NULL
1555,"030119","BROCA 13/32 LAMINA",NULL
1556,"030120","ESMERIL DE BANCO MOTOR 1/2HP",NULL
1557,"030121","BASE METALICA PARA PRENSA",NULL
1558,"030122","BROCA 1/8 LAMINA",NULL
1559,"030123","BROCA 5/16 LAMINA",NULL
1560,"030124","ESPATULA DE 4",NULL
1561,"030125","GUANTES DE CAUCHO",NULL
1562,"030126","BROCA 7/16 LAMINA",NULL
1563,"030127","BROCA LAMINA 3/16",NULL
1564,"030128","ESPATULA 3",NULL
1565,"030129","DESTORNILLADOR PALA 3*16*6",NULL
1566,"030130","BROCHA 2.5",NULL
1567,"030131","BROCA 3/8 MURO",NULL
1568,"030132","BROCA 1/4 MURO",NULL
1569,"030133","DESTORNILLADOR ESTRELLA",NULL
1570,"030134","ARNES PELVICO",NULL
1571,"030135","PALUSTRE NO.6",NULL
1572,"030136","LLAVE MIXTA DE 1/2*1/2",NULL
1573,"030137","MANILA PLASTICA DE 1/2",NULL
1574,"030138","LLAVES BRISTOL (10 UND)",NULL
1575,"030139","EXPLORADORA 12 VOL. LA2298",NULL
1576,"030140","GUANTES NITRILO 13 AF18",NULL
1577,"030141","MASCARILLAS POLVO",NULL
1578,"030142","ARNES GYM FERRINO PELVICO",NULL
1579,"030143","MOSQUETON EN D DE SEGURIDAD 34 KN",NULL
1580,"030144","LASO PARA PRETALES",NULL
1581,"030145","EXTINTOR T.INDUST.CLASE ABC",NULL
1582,"030146","EXTINTOR T.SEMI IND.ABC",NULL
1583,"030147","MANILA NYLON #10",NULL
1584,"030148","RECIPIENTE PLASTICO AZUL",NULL
1585,"030149","PALADRAGA HERRAGRO",NULL
1586,"030150","ESCALERA FIBRA DE VIDRIO TIJERA 12 PASOS",NULL
1587,"030151","DESTORNILLADOR PALA 3/16*4 ATILA",NULL
1588,"030152","DESTORNILLADOR ESTRELLA 3/16*4 ATILA",NULL
1589,"030153","DESTORNILLADOR ESTRELLA 1/4*4 ATILA",NULL
1590,"030154","DESTORNILLADOR ESTRELLA 1/8*2.1/2 ATILA",NULL
1591,"030155","DESTORNILLADOR PALA 5/16*6 ATILA",NULL
1592,"030156","BROCAS ACERO 1/16 A 1/2",NULL
1593,"030157","SIERRA COPA DE 1",NULL
1594,"030158","PROBADOR CORRIENTE PEQUE¥O STANLEY",NULL
1595,"030159","GAFA LENTE EXPRESSO S1623K",NULL
1596,"030160","BISTURI GRANDE",NULL
1597,"030161","BROCAS 5/32 MURO",NULL
1598,"030162","PISTOLA SILICONA CALIENTE",NULL
1599,"030163","PALADRAGA BELLOTA",NULL
1600,"030164","GRABADOR ELECTRICO DREMEL 5 VEL.",NULL
1601,"030165","MACHETAS DE 24",NULL
1602,"030166","SIERRA COPA DE 2.1/2",NULL
1603,"030167","SONDA PESCABEL 1/8*15 MTS",NULL
1604,"030168","SONDA PESCABEL 1/4*60 MTS",NULL
1605,"030169","MARCO PARA SEGUETA SANDVIK",NULL
1606,"030170","MANILA NYLON NO.14",NULL
1607,"030171","VOLVEDOR 1/16 A 1/4",NULL
1608,"030172","MARCO PARA SEGUETA- INCOLMA",NULL
1609,"030173","MARCO PARA SEGUETA-BOXER",NULL
1610,"030174","MACHUELOS DE 3/8",NULL
1611,"030175","SERRUCHO DE 22 STANLEY",NULL
1612,"030176","BROCA DE MURO 1/2",NULL
1613,"030177","SONDA 1/4*30 MTS",NULL
1614,"030178","BARRA SUPERIOR DE 18 LB",NULL
1615,"030179","BARRETA",NULL
1616,"030180","PALA CUADRADA HERRAGRO",NULL
1617,"030181","MANGUERA AIRE 1/4 200 PSI",NULL
1618,"030182","CONO VIAL PVC 90 CMS",NULL
1619,"030183","PISTOLA SPRAY 797 50 PSI",NULL
1620,"030184","TAFILETE REPUESTO 9020 CASCO",NULL
1621,"030185","BROCHAS DE 4",NULL
1622,"030186","DESTORNILLADOR PALA 1/8*2.1/2 ATILA",NULL
1623,"030187","DESTRONILLADOR PALA 3/16*8 ATILA",NULL
1624,"030188","CAJA MET. HERRAMIENTAS 50*26*20 CMS",NULL
1625,"030189","BROCHA DE 1",NULL
1626,"030190","GAFAS TRANSPARENTES",NULL
1627,"030191","VALLAS TIPO VITAL REFLECTIVOS",NULL
1628,"030192","BROCHAS DE 3.1/2",NULL
1629,"030193","LUXOMETRO REF: LX-105",NULL
1630,"030194","REMACHADORA POP MR100 STANLEY",NULL
1631,"030195","FORMALETA CILINDRICA 12*1 MT",NULL
1632,"030196","CABO PARA PICA",NULL
1633,"030197","JUEGO DE LIMAS * 3 UND",NULL
1634,"030198","DESTORNILLADOR PALA 3/16*3",NULL
1635,"030199","PINZA VOLTIAMPERIMETRICA F-115",NULL
1636,"030200","PORRA SUPERIOR 16 LB",NULL
1637,"030201","SOGA NO.8",NULL
1638,"030202","CONO VIAL 70 CMS",NULL
1639,"030203","EXTINTOR T.IND.20 LBS",NULL
1640,"030204","ZORRA SEMIINDUSTRIAL",NULL
1641,"030205","LLAVES MIXTAS 1/4 A 1.1/4",NULL
1642,"030206","GATO HIDRAULICO 5 TON.",NULL
1643,"030207","TACOS DE MADERA",NULL
1644,"030208","HOMBRESOLO CURVO 10 NICHOLSON",NULL
1645,"030209","LLAVE EXPANSION 10 NEGRA",NULL
1646,"030210","ALICATE AISLADO 8 UNIVERSAL",NULL
1647,"030211","MANDRIL PARA 1",NULL
1648,"030212","MANDRIL PARA 1.1/2",NULL
1649,"030213","TALADRO DE 1/2 PERCUTOR DEWALT",NULL
1650,"030214","LINTERNAS KBM",NULL
1651,"030215","PERTIGA TELESCOPICA S-225",NULL
1652,"030216","TERMOS DE 5 GL IMUSA",NULL
1653,"030217","DESTORNILLADOR ESTRELLA 3/16*8",NULL
1654,"030218","DESTORNILLADOR ESTRELLA 3/16*3",NULL
1655,"030219","SIERRA COPA DE 1.1/4",NULL
1656,"030220","ESCALERA FIBRA VIDRIO 8.50MT",NULL
1657,"030221","NAVAJA T. ELECTRICISTA",NULL
1658,"030222","PUNTERO GRANDE",NULL
1659,"030223","PORTACANDADOS 3",NULL
1660,"030224","SONDA 1/8*30 M PESCABEL",NULL
1661,"030225","TALADRO DE 1/2 PERCUTOR",NULL
1662,"030226","LLAVE FIJA 7/16*3/8",NULL
1663,"030227","LLAVE EXPANSION 12",NULL
1664,"030228","PINZA VOLTIAMPERIMETRICA 600V",NULL
1665,"030229","GANCHO PARA PERTICA",NULL
1666,"030230","NIVEL 030744",NULL
1667,"030231","LLAVES BRISTOL",NULL
1668,"030232","LINTERNA FRONTAL X-220",NULL
1669,"030233","LAMPARA RECARGABLE DE 55W",NULL
1670,"030234","MACHETA BELLOTA 18",NULL
1671,"030235","MACHETA BELLOTA 22",NULL
1672,"030236","ESPATULA DE 1.1/2",NULL
1673,"030237","LENTE EXPRESO S6312X UVEX",NULL
1674,"030238","MANILA NYLON DE 1",NULL
1675,"030239","JUEGO DE LLAVES MIXTAS 1/4 A 5/8",NULL
1676,"030240","BROCA METAL 1/4",NULL
1677,"030241","PORRA GAVILAN DE 4 LBS",NULL
1678,"030242","DESTORNILLADOR PALA 3/16*8",NULL
1679,"030250","BROCA METAL 3/32",NULL
1680,"030251","BROCA METAL 3/8",NULL
1681,"030252","BROCA LAMINA 9/32",NULL
1682,"030253","LLAVE PARA TALADRO",NULL
1683,"030254","CARRETILLA BUGGY HERRAGRO 3000",NULL
1684,"030255","INTERCOMUNICADOR MOTOROLA T8500R",NULL
1685,"030256","GAFA LENTE GRIS AR-277 G",NULL
1686,"030257","CORDEL PARA GAFA DE SEGURIDAD",NULL
1687,"030258","ARNES DIELECTRICO 9-059-71D",NULL
1688,"030259","ESLINGA * 1.80 MT 9-017-93",NULL
1689,"030260","ADAPTADOR PARA ARNES 57-0008",NULL
1690,"030261","BARBUQUEJOS",NULL
1691,"030262","MOTOSIERRA STIHL MS 250",NULL
1692,"030263","ESCALERA FIBRA DE VIDRIO EXTENSION. 10 MTS",NULL
1693,"030264","ESCALERA FIBRA DE VIDRIO EXTENSION 8.60 MTS",NULL
1694,"030265","BINCHA O APOYA POSTE",NULL
1695,"030266","HOMBRE SOLO COVO N°10",NULL
1696,"030267","ALICATE DE 8 SATA",NULL
1697,"030268","DESTORNILLADOR PALA 3/16*8 SATA",NULL
1698,"030269","DESTORNILLADOR PALA 5/16*6 SATA",NULL
1699,"030270","DESTORNILLADOR ESTRELLA 5/16*4 SATA",NULL
1700,"030271","DESTORNILLADOR ESTRELLA 3/16*3 SATA",NULL
1701,"030272","DESTORNILLADOR PALA 3/16*6 SATA",NULL
1702,"030273","DESTORNILLADOR ESTRELLA 3/16*8 SATA",NULL
1703,"030274","DESTORNILLADOR PALA 1/8*6 SATA",NULL
1704,"030275","LLAVE EXPANSION DE 8 SATA",NULL
1705,"030276","CIZALLA DE 18 SATA",NULL
1706,"030277","TAFILETE 9020 ARSEG",NULL
1707,"030278","TAFILETE 9026 ARSEG",NULL
1708,"030279","CARETA ESMERIL VISOR ACRILICO",NULL
1709,"030280","MANILA AMARILLA 5/8",NULL
1710,"030281","SEÑAL POLIES K-20 EXTINTOR ABC",NULL
1711,"030282","SEÑAL POLIES K20 SALIDA EMERGENCIA",NULL
1712,"030283","SEÑAL POLIES K-20 EXTINTOR AGENTE LIMPIO",NULL
1713,"030284","SEÑAL POLIES K-20 MUJERES",NULL
1714,"030285","CABO DE PALA",NULL
1715,"030286","ARNES 9-059-41D DIELECTRICO ARSEG",NULL
1716,"030287","ESLINGA 9-017-98 3/4*1.80 MTS ARSEG",NULL
1717,"030288","ESLINGA 901762 DOS MOSQUETONES",NULL
1718,"030289","DESTORNILLADOR PALA 1/8*4 RANGER",NULL
1719,"030290","MARCO PARA SEGUETA SECURITY",NULL
1720,"030291","MAQUINA MEDIDORA DE CABLES",NULL
1721,"030292","PULIDORA DEWALT D28491 7",NULL
1722,"030293","DISCO DIAMANTADO 180 MM",NULL
1723,"030294","ESPATULA COLLINS 5",NULL
1724,"030295","PUNTERO GRANDE 30 CMS",NULL
1725,"030296","LLANA DE MADERA 15*25 CMS",NULL
1726,"030297","PALUSTRE GAVILAN",NULL
1727,"030298","LLANA DE MADERA 10*18 CMS",NULL
1728,"030299","LINTERNA FRONTAL RECARGABLE LUZ LED",NULL
1729,"030300","LLAVES BOCA MIXTA 6 PCS",NULL
1730,"030301","DESTORNILLADOR ESTRELLA 1/4*6",NULL
1731,"030302","CADENA SOLDADA GALV. 3/16",NULL
1732,"030303","DESTORNILLADOR PALA 1/4*6",NULL
1733,"030304","DESTORNILLADOR PALA 3/16*4",NULL
1734,"030305","DISCO DIAMANTADO TURBO COVO 7",NULL
1735,"030306","DISCO DIAMANTADO TURBO MPTOOLS",NULL
1736,"030307","DESTORNILLADOR STANLEY 6 PIEZAS",NULL
1737,"030308","FLEXOMETRO LUFKIN 8 MTS",NULL
1738,"030309","FORMALETA HEXAGONAL 20*10*40 CMS",NULL
1739,"030310","SIERRA COPA DE 1.1/8",NULL
1740,"030311","MARTILLOS PEQUEÑOS",NULL
1741,"030312","BROCA MURO 3/16",NULL
1742,"030313","ALICATE 8 STANLEY",NULL
1743,"030314","POLEA FIJA 1/2",NULL
1744,"030315","ESLINGA 9017621-R * 1.80 ARSEG",NULL
1745,"030316","DESTORNILLADOR PALA 1/4*6",NULL
1746,"030317","DESTORNILLADOR PALA 1/8*6",NULL
1747,"030318","DESTORNILLADOR ESTRELLA 1/4*4",NULL
1748,"030319","DESTORNILLADOR ESTRELLA 5/16*6",NULL
1749,"030320","DESTORNILLADOR PALA 1/8*3",NULL
1750,"030321","LLAVE EXPANSION 10",NULL
1751,"030322","CANDADO 30 MM GATO",NULL
1752,"030323","CADENA SOLDADA GALV. 5/32",NULL
1753,"030324","HOMBRE SOLO CRESCENT 10",NULL
1754,"030325","TRAJE APICULTURA CON CARETA",NULL
1755,"030326","NIVEL ALUMINIO NO.10",NULL
1756,"030327","MOSQUETON DE SEGURIDAD 50 KN",NULL
1757,"030328","ESCALERA DIELECTRICA EXT. 28 PELDAÑOS",NULL
1758,"030329","DISCO METAL CORTE 7*1/8*7/8",NULL
1759,"030330","PALETA PARE/SIGA REFLECTIVA 30*30",NULL
1760,"030331","DESTORNILLADOR PALA 1/4*8",NULL
1761,"030332","GASTOP UNIFIX 36 GR",NULL
1762,"030333","GAFA SPY FLEX LENTE UV",NULL
1763,"030334","CINTURON TIPO LINIERO DE CUERO",NULL
1764,"030335","DESTORNILLADOR RANGER 6 PZAS",NULL
1765,"030336","ESCALERA TIJERA DIELECTRICA 10 PASOS",NULL
1766,"030337","JUEGO LLAVE BOCA MIXTA 10MM-14MM",NULL
1767,"030338","MARCO SEGUETA STANLEY",NULL
1768,"030339","LLAVES BRISTOL 8 PZAS RANGER",NULL
1769,"030340","PERTIGA HANSTINGS 12 M  MOD. HV 240",NULL
1770,"030341","LLAVES MIXTAS 5/16*9/16  STANLEY  5 PZAS",NULL
1771,"030342","LLAVES BRISTOL 9 PZAS  PROTOOL",NULL
1772,"030343","PELACABLE 4.5 SECURITY",NULL
1773,"030344","CAMILLA RIGIDA POLIETILENO 3 CORREAS",NULL
1774,"030345","INMOVILIZADOR INFLABLE * 5 PZAS",NULL
1775,"030346","INMOVILIZADOR DE CUELLO",NULL
1776,"030347","SEÑALES  K-20 PROHIBIDO FUMAR",NULL
1777,"030348","RESPIRADOR SENCILLO 9036",NULL
1778,"030349","CARTUCHO 9243 CONTRA VAPORES",NULL
1779,"030350","GRATA COPA ANTORC 4*5/8",NULL
1780,"030351","CADENA GALV. DE 1/8",NULL
1781,"030352","CIZALLA HERRAGRO 18",NULL
1782,"030353","CINTURON ERGONOMICO",NULL
1783,"030354","NIVEL GAVILAN 24",NULL
1784,"030355","LLANA MADERA 10*12",NULL
1785,"030356","DECAMETRO UYUTOOLS 50 MTS",NULL
1786,"030357","GANCHO ESCALERA DIELECTRICA",NULL
1787,"030358","DISTOMETRO SURTEK",NULL
1788,"030359","GARRUCHA CON POLEA 1.5 TN",NULL
1789,"030360","MARTILLO HERRAGRO 27 MM",NULL
1790,"030361","LLAVE EXPANSION STANLEY 15",NULL
1791,"030362","ESLINGA 9017-625G DE 1.80 MTS GRADUABLE",NULL
1792,"030363","CADENA GALV. DE 5/16",NULL
1793,"030364","DESTORNILLADOR ESTRELLA 3/16*8",NULL
1794,"030365","TALADRO PERCUTOR DE 1/2 PROF",NULL
1795,"030366","BROCA MURO 5/16",NULL
1796,"030367","CADENA SOLDADA GALV. DE 1/4",NULL
1797,"030368","DISCO DIAMANTADO 7*7/8",NULL
1798,"030369","COPA SIERRA DE 3",NULL
1799,"030370","ARBOL PARA COPA",NULL
1800,"030371","SIERRA COPA DE 4",NULL
1801,"030372","DISCO METAL 9*1/8*7/8",NULL
1802,"030373","DISCO DIAMANTADO 9",NULL
1803,"030374","DESTORNILLADOR PALA 1/4*4  ATILA",NULL
1804,"030375","PRETALES EN CUERO",NULL
1805,"030376","PONCHADORA MANUAL DE 10-1/0",NULL
1806,"030377","LLAVE BOCA MIXTA 5/8",NULL
1807,"030378","HOMBRE SOLO VISEGRIP",NULL
1808,"030379","BROCA MURO 1/2*13",NULL
1809,"030380","GUADAÑADORA 43 CC FM-43",NULL
1810,"030381","CARETA TRANSPARENTE 7805",NULL
1811,"030382","NIVEL STANLEY 12",NULL
1812,"030383","TELA ENCERRAMIENTO VERDE 1.90",NULL
1813,"030384","SINCEL GRANDE 30 CMS",NULL
1814,"030385","SINCEL REDONDO 30 CMS",NULL
1815,"030386","DISCO METAL CORTE 9 9*5/64*7/8",NULL
1816,"030387","LLAVE MIXTA 7/8  STANLEY",NULL
1817,"030388","ESCALERA F/VIDRIO EXTENSION 32P",NULL
1818,"030389","SOGA MARINO NO.6",NULL
1819,"030390","ESCALERA F/VIDRIO TIJERA 12 PASOS",NULL
1820,"030391","LLAVE EXPANSION 10 STANLEY",NULL
1821,"030392","HOMBRE SOLO 10 STANLEY",NULL
1822,"030393","DECAMETRO STANLEY 30 MTS",NULL
1823,"030394","LLAVES BRISTOL STANLEY 8PC PULG",NULL
1824,"030395","LLAVES BRITOL STANLEY 10PC MM",NULL
1825,"030396","LLAVE BOCA MIXTA 3/8*9/16",NULL
1826,"030397","ARNES DIELECTRICOS CON FAJA LUMBAR",NULL
1827,"030398","MOSQUETON 41 KN",NULL
1828,"030399","ESLINGA POCISION. CON FRENO ARRESTADOR",NULL
1829,"030400","ESLINGA EN Y REGULABLE/ ABSORBEDOR",NULL
1830,"030401","DISCO DIAMANTADO SEGMENTADO 7",NULL
1831,"030402","DETECTOR DE VOLTAJE 90-600 VAC",NULL
1832,"030403","TELUROMETRO 4102 ANALOGO",NULL
1833,"030404","BANDA DE ANCLAJE DIELECTRICO TIE OFF",NULL
1834,"030405","FRENO ARRESTADOR DE 5/8",NULL
1835,"030406","LINEA DE VIDA VERTICAL 20 MTS",NULL
1836,"030407","CONO O TAPON 80*90*15.8 C36",NULL
1837,"030408","DISCO METAL 7*0.55*7/8",NULL
1838,"030409","ODOMETRO 2 RUEDAS REF JC21500",NULL
1839,"030410","LLANTA CARRETILLA 350-8",NULL
1840,"030411","DISCO ULTRAFINO MADERA 71/4*40",NULL
1841,"030412","PALUSTRE COLLINS 7",NULL
1842,"030413","FORMALETA DE 23*23*30 CMS",NULL
1843,"030414","CANDADO 50 MM GATO",NULL
1844,"030415","DISCO DIAMANTADO 41/2 DEWALT",NULL
1845,"030416","CARRETILLA BUGGY 5000",NULL
1846,"030417","NEUMATICO 350-8",NULL
1847,"030418","LLANTA CERRETILLA 400-8",NULL
1848,"030419","ACEITE 3 EN UNO",NULL
1849,"030420","DESTORNILLADOR PALA 3/16*4",NULL
1850,"030421","CANDADOS PEQUEÑOS",NULL
1851,"030422","BROCA 5/8 MURO",NULL
1852,"030423","BROCA 5/8 LAMINA",NULL
1853,"030424","DISCO DIAMANTADO 4*5/8",NULL
1854,"030425","ARNES DIELECTRICO CON FAJA LUMBAR",NULL
1855,"030426","ESCALERA F/VIDRIO TIJERA DE 10 PASOS",NULL
1856,"030427","DISCO MADERA 4.1/2*7/8",NULL
1857,"030428","ROTOMARTILLO BLACK DECKER",NULL
1858,"030429","BROCA SDS PLUS 3/8*4",NULL
1859,"030430","LLAVE BRISTOL 3/8  8 MM",NULL
1860,"030431","LUXOMETRO LED LM 200",NULL
1861,"030432","CUBIERTA MACHETE 20",NULL
1862,"030433","LIMA TRIANGULAR",NULL
1863,"030434","PATAS PARA ESCALERA DIELECTRICA",NULL
1864,"030435","ESCALERA WORKER MULTIUSO",NULL
1865,"030436","LLAVE NO.13 STANLEY",NULL
1866,"030437","LUBRICANTE 70-6",NULL
1867,"030438","NIVEL GAVILAN 18",NULL
1868,"030439","PULIDORA 7 (180MM) EJE 5/8  8600 RPM",NULL
1869,"030440","DISCO ABRASIVO 7X1/16X7/8",NULL
1870,"030441","SIERRA COPA BIMETALICA 9/16",NULL
1871,"030442","SIERRA COPA BIMETALICA 13/16",NULL
1872,"030443","SIERRA COPA BIMETALICA 1 -3/8",NULL
1873,"030444","SIERRA COPA BIMETALICA 1-9/16",NULL
1874,"030445","SIERRA COPA BIMETALICA 2-1/4",NULL
1875,"030446","SIERRA COPA BIMETALICA 2-5/8",NULL
1876,"030447","MANDRIL 9/16-1-1/4",NULL
1877,"030448","MANDRIL 1-5/16  6",NULL
1878,"030449","LLAVE 13 MM COMBINADA",NULL
1879,"030450","LLAVE MIXTA 15/16",NULL
1880,"030451","RODILLO DE 3",NULL
1881,"030452","RODILLO DE 2",NULL
1882,"030453","GRAPA COPA ANTORC 5*5/8",NULL
1883,"030454","PROTECTOR AUDITIVO PARA CASCO",NULL
1884,"030455","EQUIPO SOLDADURA MONO KTC",NULL
1885,"030456","SOLDADURA WEST 1/8 6013",NULL
1886,"030457","CARETA PARA SOLDAR",NULL
1887,"030458","CORTA VIDRIO INDUSTRIAL",NULL
1888,"030459","BROCHA DE 5",NULL
1889,"030460","LLAVE BOCA FIJA 5/8*11/16",NULL
1890,"030461","LLAVE BOCA MIXTA NO.15",NULL
1891,"030462","FORMALETA PLATINA 2*1/8",NULL
1892,"030463","DESTORNILLADOR ESTRELLA 3/16*6",NULL
1893,"030464","DESTORNILLADOR PALA 1/4*6",NULL
1894,"030465","DESTORNILLADOR ESTRELLA 1/4*6",NULL
1895,"030466","EXTENSION RACHE 1/2*5",NULL
1896,"030467","COPA CORTA 1/2X 13/16",NULL
1897,"030468","COPA CORTA 1/2X3/4",NULL
1898,"030469","COPA CORTA 1/2X11/16",NULL
1899,"030470","COPA CORTA 1/2X5/8",NULL
1900,"030471","COPA CORTA 1/2X9/16",NULL
1901,"030472","COPA CORTA 1/2X1/2",NULL
1902,"030473","COPA CORTA 1/2X7/16",NULL
